ra,decl
51.585147788453924,-33.785932949057404
51.585160175087516,-33.785916582149206
51.585172101619015,-33.785900672281144
51.58518359762376,-33.78588519566002
51.58519469059743,-33.78587012943184
51.58520540611105,-33.785855451697444
51.585215767957045,-33.78584114151122
51.585225798286125,-33.785827178867144
51.58523551773482,-33.78581354467553
51.58524494554396,-33.785800220733044
51.58525409966841,-33.78578718968819
51.58526299687842,-33.78577443500365
51.58527165285319,-33.78576194091686
51.58528008226703,-33.78574969239968
51.58528829886874,-33.78573767511797
51.58529631555456,-33.78572587539142
51.58530414443533,-33.78571428015417
51.58531179689829,-33.78570287691647
51.585319283663864,-33.785691653727504
51.58532661483796,-33.78568059913954
51.58533379996009,-33.78566970217344
51.58534084804775,-33.78565895228564
51.58534776763725,-33.78564833933641
51.58535456682148,-33.78563785355965
51.585361253284724,-33.78562748553384
51.58536783433488,-33.78561722615434
51.58537431693329,-33.78560706660688
51.585380707722365,-33.785596998342115
51.58538701305127,-33.78558701305127
51.58539323899978,-33.785577102642684
51.58539939140052,-33.785567259219256
51.585405475859694,-33.78555747505666
51.585411497776484,-33.78554774258226
51.58541746236122,-33.78553805435458
51.585423374652464,-33.785528403043415
51.585429239533035,-33.78551878141025
51.58543506174522,-33.785509182289125
51.5854408459051,-33.78549959856773
51.585446596516164,-33.78549002316869
51.58545231798228,-33.78548044903096
51.585458014620095,-33.78547086909124
51.58546369067086,-33.785461276265295
51.585469350311875,-33.78545166342915
51.585474997667454,-33.78544202340002
51.5854806368196,-33.78543234891689
51.585486271818326,-33.785422632620694
51.58549190669179,-33.78541286703392
51.58549754545611,-33.78540304453959
51.58550319212505,-33.78539315735952
51.58550885071962,-33.78538319753169
51.58551452527743,-33.785373156886614
51.58552021986205,-33.7853630270227
51.58552593857227,-33.78535279928024
51.58553168555131,-33.785342464714105
51.58553746499601,-33.78533201406487
51.585543281165954,-33.78532143772825
51.58554913839264,-33.78531072572264
51.585555041088554,-33.7852998676546
51.58556099375619,-33.7852888526821
51.5855670009971,-33.78527766947527
51.58557306752073,-33.785266306174435
51.585579198153106,-33.78525475034524
51.585585397845385,-33.785242988930555
51.58559167168195,-33.78523100819892
51.58559802488813,-33.78521879368924
51.5856044628373,-33.785206330151425
51.585610991057145,-33.785193601482725
51.58561761523491,-33.785180590659316
51.585624341221255,-33.785167279663085
51.58563117503238,-33.78515364940298
51.585638122849915,-33.78513967963097
51.585645191017974,-33.78512534885222
51.585652386036735,-33.78511063422921
51.58565971455152,-33.78509551147999
51.5856671833364,-33.78507995477026
51.5856747992709,-33.78506393659976
51.58568256930822,-33.7850474276832
51.58569050043294,-33.78503039682654
51.58569859960567,-33.78501281079983
51.58570687369179,-33.78499463420822
51.58571532937041,-33.78497582936368
51.585723973019206,-33.78495635616073
51.58573281056964,-33.784936171960915
51.58574184732582,-33.784915231492135
51.58575108773915,-33.78489348677128
51.5857605351288,-33.78487088706099
51.585770191336515,-33.7848473788749
51.58578005630165,-33.78482290605003
51.58579012753975,-33.784797409910155
51.58580039950514,-33.78477082955086
51.58581086281456,-33.78474310228528
51.58582150330579,-33.784714164299295
51.585832300901636,-33.784683951577264
51.585843228247455,-33.78465240117331
51.58585424908873,-33.7846194529188
51.58586531635657,-33.78458505167398
51.58587636993412,-33.784549150248296
51.58588733408843,-33.784511713128154
51.58589811457355,-33.784472721158366
51.58590859544521,-33.78443217731809
51.585918635680905,-33.78439011370411
51.58592806577591,-33.78434659977198
51.585936684590834,-33.78430175177244
51.58594425686054,-33.78425574313946
51.58595051193284,-33.78420881532123
51.58595514447131,-33.784161288190745
51.5859578179965,-33.784113568741866
51.58595817219802,-33.784066156320534
51.585955834850495,-33.78401964226101
51.58595043882479,-33.7839747016503
51.58594164403662,-33.783932075229075
51.58592916321922,-33.78389254033635
51.58591278925977,-33.78385687139149
51.585892420762534,-33.7838257925348
51.58586808186221,-33.7837999272844
51.585839932476105,-33.78377975174582
51.5858082663356,-33.78376555834122
51.58577349613321,-33.783757435807885
51.585736127468934,-33.78375526849609
51.58569672530054,-33.78375875449275
51.585655877712874,-33.78376743882795
51.585614161772384,-33.783780755882596
51.58557211518612,-33.78379807453185
51.58553021588718,-33.78381874039038
51.58548887003396,-33.783842111243
51.585448407623105,-33.78386758370866
51.585409084148374,-33.783894610895096
51.5853710864702,-33.78392271199169
51.58533454116354,-33.78395147538046
51.58529952392416,-33.78398055701975
51.585266068998166,-33.7840096757274
51.58523417796574,-33.78403860670644
51.58520382751027,-33.784067174325536
51.585174976025165,-33.78409524485608
51.58514756905724,-33.78412271961017
51.58512154367315,-33.784149528727504
51.58509683187895,-33.78417562572057
51.58507336323759,-33.784200982795724
51.58505106682603,-33.78422558691228
51.58502987266108,-33.78424943651159
51.58500971270565,-33.78427253883493
51.584990521549614,-33.78429490774701
51.58497223684194,-33.784316561986
51.58495479953602,-33.78433752376851
51.584938153996866,-33.78435781768661
51.58492224800821,-33.78437746984337
51.58490703270894,-33.78439650718121
51.58489246248093,-33.78441495696568
51.5848784948054,-33.78443284639358
51.58486509010002,-33.78445020229977
51.58485221154608,-33.7844670509426
51.584839824912486,-33.7844834178508
51.584827898380986,-33.78449932771886
51.58481640237624,-33.784514804339985
51.58480530940257,-33.784529870568164
51.58479459388895,-33.78454454830256
51.584784232042956,-33.784558858488786
51.58477420171388,-33.78457282113286
51.58476448226518,-33.78458645532448
51.58475505445604,-33.78459977926696
51.58474590033159,-33.78461281031181
51.58473700312158,-33.784625564996354
51.584728347146815,-33.78463805908314
51.58471991773297,-33.78465030760032
51.58471170113126,-33.784662324882035
51.584703684445444,-33.784674124608586
51.584695855564675,-33.78468571984584
51.58468820310171,-33.78469712308354
51.58468071633614,-33.7847083462725
51.58467338516204,-33.78471940086047
51.58466620003991,-33.78473029782656
51.58465915195225,-33.78474104771437
51.58465223236275,-33.784751660663595
51.58464543317852,-33.78476214644036
51.58463874671528,-33.78477251446617
51.58463216566512,-33.78478277384566
51.58462568306671,-33.78479293339313
51.58461929227764,-33.78480300165789
51.584612986948734,-33.78481298694874
51.584606761000224,-33.78482289735732
51.58460060859948,-33.78483274078075
51.58459452414031,-33.78484252494334
51.58458850222352,-33.78485225741775
51.58458253763878,-33.784861945645424
51.58457662534754,-33.78487159695659
51.58457076046697,-33.78488121858975
51.58456493825478,-33.78489081771088
51.584559154094904,-33.784900401432274
51.58455340348384,-33.784909976831315
51.58454768201772,-33.78491955096904
51.58454198537991,-33.784929130908765
51.58453630932914,-33.78493872373471
51.584530649688126,-33.78494833657086
51.58452500233255,-33.78495797659998
51.584519363180405,-33.784967651083115
51.584513728181676,-33.78497736737931
51.58450809330821,-33.78498713296609
51.584502454543895,-33.784996955460414
51.58449680787495,-33.785006842640485
51.58449114928038,-33.78501680246832
51.58448547472257,-33.78502684311339
51.584479780137954,-33.78503697297731
51.584474061427734,-33.78504720071977
51.58446831444869,-33.7850575352859
51.58446253500399,-33.785067985935136
51.58445671883405,-33.78507856227176
51.58445086160736,-33.78508927427737
51.58444495891145,-33.785100132345406
51.58443900624381,-33.785111147317906
51.5844329990029,-33.785122330524736
51.584426932479275,-33.78513369382557
51.584420801846896,-33.78514524965477
51.58441460215462,-33.78515701106945
51.584408328318055,-33.785168991801086
51.584401975111874,-33.78518120631077
51.5843955371627,-33.78519366984858
51.58438900894286,-33.78520639851728
51.58438238476509,-33.78521940934069
51.58437565877875,-33.78523272033692
51.58436882496762,-33.78524635059703
51.58436187715009,-33.785260320369034
51.58435480898203,-33.78527465114779
51.58434761396327,-33.785289365770794
51.584340285448484,-33.78530448852002
51.584332816663604,-33.785320045229746
51.584325200729104,-33.785336063400244
51.58431743069178,-33.7853525723168
51.58430949956706,-33.785369603173464
51.58430140039433,-33.78538718920018
51.58429312630821,-33.78540536579179
51.58428467062959,-33.785424170636325
51.584276026980795,-33.78544364383928
51.58426718943036,-33.78546382803909
51.58425815267418,-33.78548476850787
51.584248912260854,-33.785506513228725
51.5842394648712,-33.78552911293902
51.58422980866349,-33.785552621125106
51.58421994369835,-33.785577093949975
51.58420987246025,-33.78560259008985
51.58419960049486,-33.78562917044915
51.58418913718544,-33.78565689771472
51.584178496694214,-33.78568583570071
51.584167699098366,-33.78571604842274
51.584156771752546,-33.785747598826696
51.58414575091127,-33.78578054708121
51.584134683643434,-33.78581494832603
51.58412363006588,-33.78585084975171
51.58411266591157,-33.78588828687185
51.58410188542645,-33.78592727884164
51.58409140455479,-33.78596782268192
51.5840813643191,-33.78600988629589
51.58407193422409,-33.78605340022803
51.58406331540917,-33.78609824822757
51.58405574313946,-33.786144256860545
51.58404948806716,-33.78619118467878
51.58404485552869,-33.78623871180926
51.5840421820035,-33.78628643125814
51.58404182780198,-33.78633384367947
51.58404416514951,-33.786380357739
51.58404956117521,-33.786425298349705
51.58405835596338,-33.78646792477093
51.58407083678078,-33.78650745966365
51.58408721074023,-33.786543128608514
51.58410757923747,-33.78657420746521
51.58413191813779,-33.78660007271561
51.5841600675239,-33.78662024825419
51.584191733664404,-33.786634441658784
51.584226503866795,-33.78664256419212
51.58426387253107,-33.78664473150392
51.584303274699465,-33.786641245507255
51.58434412228713,-33.786632561172055
51.58438583822762,-33.78661924411741
51.584427884813884,-33.786601925468155
51.58446978411282,-33.786581259609626
51.58451112996604,-33.78655788875701
51.5845515923769,-33.786532416291344
51.58459091585163,-33.78650538910491
51.584628913529805,-33.786477288008314
51.58466545883646,-33.786448524619544
51.584700476075845,-33.786419442980254
51.584733931001836,-33.78639032427261
51.584765822034264,-33.78636139329357
51.58479617248973,-33.78633282567447
51.58482502397484,-33.786304755143924
51.58485243094276,-33.78627728038984
51.584878456326855,-33.7862504712725
51.58490316812105,-33.786224374279435
51.58492663676241,-33.78619901720428
51.58494893317397,-33.78617441308773
51.58497012733892,-33.78615056348842
51.58499028729435,-33.78612746116508
51.892309478450386,-33.80730509225299
51.89232776315806,-33.807283438014
51.89234520046398,-33.80726247623149
51.89236184600313,-33.80724218231339
51.89237775199179,-33.80722253015663
51.89239296729106,-33.80720349281879
51.89240753751907,-33.807185043034316
51.8924215051946,-33.80716715360642
51.89243490989998,-33.80714979770023
51.89244778845392,-33.8071329490574
51.892460175087514,-33.8071165821492
51.89247210161901,-33.80710067228114
51.89248359762376,-33.807085195660015
51.89249469059743,-33.807070129431835
51.89250540611105,-33.80705545169744
51.89251576795704,-33.80704114151121
51.89252579828612,-33.80702717886714
51.89253551773482,-33.80701354467552
51.89254494554396,-33.80700022073304
51.89255409966841,-33.806987189688186
51.89256299687842,-33.806974435003646
51.892571652853185,-33.80696194091686
51.89258008226703,-33.80694969239968
51.89258829886874,-33.806937675117965
51.892596315554556,-33.806925875391414
51.892604144435325,-33.80691428015416
51.89261179689829,-33.80690287691646
51.89261928366386,-33.8068916537275
51.89262661483796,-33.80688059913953
51.89263379996009,-33.80686970217344
51.89264084804775,-33.80685895228563
51.89264776763725,-33.806848339336405
51.89265456682148,-33.80683785355964
51.89266125328472,-33.80682748553383
51.89266783433488,-33.80681722615434
51.89267431693329,-33.80680706660687
51.89268070772236,-33.80679699834211
51.892687013051265,-33.80678701305126
51.892693238999776,-33.80677710264268
51.89269939140052,-33.80676725921925
51.89270547585969,-33.806757475056656
51.89271149777648,-33.80674774258225
51.89271746236122,-33.806738054354575
51.89272337465246,-33.80672840304341
51.89272923953303,-33.80671878141025
51.89273506174522,-33.80670918228912
51.892740845905095,-33.806699598567725
51.89274659651616,-33.806690023168684
51.89275231798228,-33.80668044903096
51.89275801462009,-33.806670869091235
51.89276369067086,-33.80666127626529
51.89276935031187,-33.80665166342914
51.89277499766745,-33.806642023400016
51.892780636819595,-33.806632348916885
51.89278627181832,-33.80662263262069
51.89279190669179,-33.80661286703391
51.892797545456105,-33.806603044539585
51.89280319212505,-33.806593157359515
51.89280885071962,-33.80658319753168
51.89281452527743,-33.80657315688661
51.892820219862045,-33.80656302702269
51.892825938572265,-33.80655279928023
51.89283168555131,-33.8065424647141
51.892837464996006,-33.806532014064864
51.89284328116595,-33.80652143772824
51.89284913839264,-33.80651072572263
51.89285504108855,-33.806499867654594
51.89286099375619,-33.806488852682094
51.8928670009971,-33.806477669475264
51.892873067520725,-33.80646630617443
51.8928791981531,-33.80645475034523
51.89288539784538,-33.80644298893055
51.892891671681944,-33.80643100819891
51.892898024888126,-33.80641879368923
51.8929044628373,-33.80640633015142
51.89291099105714,-33.80639360148272
51.89291761523491,-33.80638059065931
51.89292434122125,-33.80636727966308
51.89293117503238,-33.80635364940297
51.89293812284991,-33.806339679630966
51.89294519101797,-33.80632534885221
51.89295238603673,-33.806310634229206
51.892959714551516,-33.80629551147998
51.892967183336395,-33.806279954770254
51.892974799270895,-33.806263936599755
51.89298256930822,-33.806247427683196
51.89299050043294,-33.806230396826535
51.89299859960567,-33.80621281079982
51.89300687369179,-33.80619463420821
51.89301532937041,-33.806175829363674
51.893023973019204,-33.80615635616072
51.893032810569636,-33.80613617196091
51.89304184732582,-33.80611523149213
51.893051087739146,-33.806093486771275
51.8930605351288,-33.80607088706098
51.89307019133651,-33.806047378874894
51.89308005630165,-33.806022906050025
51.89309012753975,-33.80599740991015
51.89310039950514,-33.80597082955085
51.89311086281456,-33.805943102285276
51.893121503305785,-33.80591416429929
51.893132300901634,-33.80588395157726
51.89314322824745,-33.805852401173304
51.89315424908873,-33.80581945291879
51.893165316356566,-33.80578505167397
51.89317636993412,-33.80574915024829
51.89318733408843,-33.80571171312815
51.89319811457355,-33.80567272115836
51.89320859544521,-33.80563217731808
51.8932186356809,-33.805590113704106
51.89322806577591,-33.80554659977197
51.89323668459083,-33.80550175177243
51.89324425686054,-33.805455743139454
51.89325051193284,-33.80540881532122
51.89325514447131,-33.80536128819074
51.8932578179965,-33.80531356874186
51.89325817219802,-33.80526615632053
51.89325583485049,-33.805219642261
51.893250438824786,-33.805174701650294
51.89324164403662,-33.80513207522907
51.89322916321922,-33.80509254033635
51.89321278925977,-33.805056871391486
51.89319242076253,-33.80502579253479
51.89316808186221,-33.80499992728439
51.8931399324761,-33.80497975174581
51.893108266335595,-33.804965558341216
51.893073496133205,-33.80495743580788
51.89303612746893,-33.80495526849608
51.892996725300534,-33.804958754492745
51.89295587771287,-33.804967438827944
51.89291416177238,-33.80498075588259
51.892872115186115,-33.804998074531845
51.89283021588718,-33.80501874039037
51.89278887003396,-33.80504211124299
51.8927484076231,-33.805067583708656
51.89270908414837,-33.80509461089509
51.892671086470195,-33.805122711991686
51.89263454116354,-33.805151475380455
51.892599523924154,-33.805180557019746
51.892566068998164,-33.80520967572739
51.892534177965736,-33.80523860670643
51.89250382751027,-33.80526717432553
51.89247497602516,-33.805295244856076
51.89244756905724,-33.80532271961016
51.892421543673144,-33.8053495287275
51.89239683187895,-33.805375625720565
51.89237336323759,-33.80540098279572
51.89235106682603,-33.80542558691227
51.89232987266108,-33.80544943651158
51.89230971270565,-33.80547253883492
51.89229052154961,-33.805494907747004
51.89227223684194,-33.805516561985996
51.89225479953602,-33.8055375237685
51.892238153996864,-33.805557817686605
51.89222224800821,-33.805577469843364
51.89220703270894,-33.8055965071812
51.89219246248093,-33.80561495696568
51.8921784948054,-33.80563284639357
51.892165090100015,-33.805650202299766
51.892152211546076,-33.805667050942596
51.89213982491248,-33.805683417850794
51.892127898380984,-33.805699327718855
51.89211640237624,-33.80571480433998
51.89210530940257,-33.80572987056816
51.89209459388895,-33.805744548302556
51.892084232042954,-33.80575885848878
51.892074201713875,-33.805772821132855
51.89206448226518,-33.80578645532447
51.89205505445604,-33.805799779266955
51.89204590033159,-33.80581281031181
51.89203700312158,-33.80582556499635
51.89202834714681,-33.805838059083136
51.892019917732966,-33.805850307600316
51.89201170113126,-33.80586232488203
51.89200368444544,-33.80587412460858
51.89199585556467,-33.80588571984583
51.89198820310171,-33.80589712308353
51.891980716336136,-33.805908346272496
51.89197338516204,-33.80591940086046
51.89196620003991,-33.805930297826556
51.89195915195225,-33.80594104771436
51.89195223236275,-33.80595166066359
51.89194543317852,-33.80596214644035
51.891938746715276,-33.80597251446616
51.89193216566512,-33.805982773845656
51.89192568306671,-33.80599293339312
51.891919292277635,-33.806003001657885
51.89191298694873,-33.80601298694873
51.89190676100022,-33.806022897357316
51.89190060859948,-33.80603274078074
51.891894524140305,-33.80604252494334
51.891888502223516,-33.80605225741774
51.89188253763878,-33.80606194564542
51.891876625347535,-33.806071596956585
51.891870760466965,-33.806081218589746
51.89186493825478,-33.806090817710874
51.8918591540949,-33.80610040143227
51.891853403483836,-33.80610997683131
51.89184768201772,-33.806119550969036
51.891841985379905,-33.80612913090876
51.891836309329136,-33.806138723734705
51.891830649688124,-33.80614833657085
51.891825002332546,-33.80615797659998
51.8918193631804,-33.80616765108311
51.891813728181674,-33.806177367379306
51.89180809330821,-33.80618713296608
51.89180245454389,-33.80619695546041
51.89179680787495,-33.80620684264048
51.89179114928038,-33.80621680246831
51.89178547472257,-33.806226843113386
51.89177978013795,-33.8062369729773
51.89177406142773,-33.80624720071976
51.89176831444869,-33.806257535285894
51.89176253500399,-33.80626798593513
51.891756718834046,-33.80627856227175
51.891750861607356,-33.80628927427736
51.891744958911445,-33.8063001323454
51.89173900624381,-33.8063111473179
51.8917329990029,-33.80632233052473
51.89172693247927,-33.806333693825565
51.891720801846894,-33.80634524965476
51.891714602154615,-33.806357011069444
